TOTAL VALUE,TAX,LOT SQFT,GROSS AREA,LIVING AREA,FLOORS,ROOMS,BEDROOMS,FULL BATH,HALF BATH,KITCHEN,FIREPLACE
198.4,2495,3228,1755,1006,1.5,6,3,1,0,1,0
298.6,3756,6935,2628,1469,1.5,6,2,2,0,1,0
326.8,4111,6690,2900,1308,1,7,3,1,1,1,1
350,4403,6900,2904,1961,1,6,3,3,0,1,1
319.2,4015,6315,2220,1726,1,7,3,2,0,2,0
398.2,5009,10044,2180,1726,1,6,3,1,1,1,0
273.4,3439,7931,2376,1075,1,6,3,1,0,1,1
288.4,3628,6000,2512,1487,1,5,2,1,0,1,0
304.9,3835,6858,1808,1133,2,7,3,1,0,1,0
313.4,3942,6031,2484,1993,1,9,3,1,1,2,0
269.82,3394,10947,2384,1237,1.5,6,3,1,1,1,0
203.7,2562,2174,2952,1382,1,7,3,1,0,1,0
288.2,3625,4050,3224,1456,1,6,3,1,0,1,1
262.4,3300,4911,2084,1020,1,5,3,1,0,1,1
331.4,4169,10294,2944,1346,1.5,6,3,1,0,1,1
284,3572,6035,2106,1320,2,7,3,1,1,1,0
282.7,3556,4565,2416,1220,2,6,3,1,0,1,0
246.8,3104,5963,2160,1008,1,5,3,1,0,1,0
290.3,3651,6364,2136,1726,1,6,3,1,1,1,0
301.8,3796,5090,2525,1120,1,7,4,1,1,1,0
311.2,3914,9551,2508,1306,1.5,6,2,1,1,1,1
299.1,3762,4772,2652,1584,2,6,3,1,0,1,0
353.8,4450,19264,2634,1306,1.5,6,3,1,1,1,1
290,3648,4050,2548,1176,1,5,4,1,1,1,1
289.2,3638,4501,2520,1313,1.5,6,3,2,0,1,1
293.9,3697,6008,3041,1557,1.5,6,2,1,1,1,0
346.6,4360,4500,1920,960,1,7,4,2,0,1,1
314.2,3952,6998,2494,1536,2,7,3,3,0,1,1
280.7,3531,6077,2097,1726,1,6,3,1,1,1,0
298.6,3756,6000,2280,1682,1,6,3,1,1,1,0
327.9,4124,10759,2756,1469,1.5,6,2,1,1,1,0
442.2,5562,4459,2418,1469,2,7,3,2,1,1,1
232.5,2924,2426,2398,1233,1.5,6,3,1,0,1,0
302.2,3801,4283,1769,1104,2,5,3,1,1,1,0
298.2,3751,4251,2384,1320,1.5,6,3,2,0,1,1
317,3987,5963,2184,1008,1,7,3,1,1,1,0
304.8,3834,6035,2160,1726,1,8,3,1,1,1,2
281.7,3543,4272,1669,1104,2,5,3,1,1,1,0
216.2,2719,3337,2358,1223,1.5,6,3,1,0,1,0
302.2,3801,13149,2352,1134,1,5,2,1,0,1,1
356.8,4488,17604,3136,1714,1.5,5,3,2,0,1,1
317.8,3997,11250,2566,1244,1,6,3,1,1,1,1
295.7,3719,4220,2392,1056,1,6,3,1,0,1,1
249.2,3134,7103,2544,1075,1,6,3,1,0,1,1
314.8,3960,6077,2232,1726,1,7,3,1,1,2,1
220.4,2772,2644,1730,1063,2,6,3,1,1,1,0
251,3157,2961,1633,882,1.5,4,2,1,0,1,0
280.8,3532,3158,2175,1868,1,8,3,1,1,1,0
329.9,4150,8858,2436,1726,1,7,3,1,1,1,2
345.6,4347,6000,2328,1487,1,7,4,2,0,1,0
244.2,3072,1358,2576,1598,2,8,1,2,0,1,0
261.1,3284,3958,2518,1161,1,5,2,1,0,1,1
314.1,3951,10641,2136,1008,1,6,3,1,1,2,0
288.4,3628,4000,2899,1352,1,7,2,1,1,1,0
258.5,3251,4000,2622,1260,1,6,3,1,1,1,0
269.1,3385,4351,1889,912,1,6,3,1,1,1,0
395.2,4971,4203,2336,1448,2,7,3,2,1,1,1
333.8,4199,11844,2160,1726,1,6,3,1,1,1,0
290.2,3650,5963,2164,1008,1,7,3,1,1,1,1
276.7,3480,6035,2160,1247,1,7,4,1,1,1,0
362,4553,4072,3241,1591,1.5,7,4,2,0,1,0
301.2,3789,3200,2264,1859,1,5,3,1,0,1,0
285.2,3587,8245,2569,1306,1.5,7,3,2,0,1,1
352.7,4436,7649,2730,1280,1,7,4,1,1,2,1
325.2,4091,6014,2832,1728,2,7,3,2,0,1,1
437.9,5508,8861,5356,2953,2,11,4,2,0,1,0
313.3,3941,6077,2172,1726,1,7,3,1,1,1,0
338.7,4260,8815,2256,1726,1,7,3,2,0,2,0
276.9,3483,4254,2100,1404,1,5,3,1,1,1,0
280.3,3526,2845,3100,1761,1.5,8,5,2,0,1,0
275.7,3468,6000,2080,1487,1,6,3,1,1,1,0
281.7,3543,4204,2232,1042,1,6,2,1,0,1,1
283.1,3561,4910,2520,1440,2,5,3,1,1,1,0
277.6,3492,6750,2592,936,1,4,1,1,0,1,0
307.1,3863,7532,2898,1726,1,6,2,2,0,1,0
307.8,3872,4117,2641,1537,2,7,4,1,1,1,1
295.6,3718,1237,3039,1908,2,7,4,1,2,1,1
370.5,4660,11617,2868,2343,1,6,3,1,1,1,0
316.2,3977,5401,2478,1488,2,7,3,1,1,1,0
300.4,3779,6044,2093,1870,1,5,3,1,0,1,0
285.3,3589,4803,3280,2196,2,8,3,2,0,1,0
290.2,3650,9387,2490,1306,1.5,7,3,1,1,1,1
296.7,3732,5935,2013,1320,2,6,3,1,1,1,0
312.3,3928,6035,2160,1726,1,10,3,1,1,1,0
366.8,4614,9359,2848,2390,1,10,5,1,1,1,1
362.3,4557,5726,2706,1883,1.5,8,4,1,2,1,1
246,3094,6202,1964,982,1,5,3,1,0,1,1
360.8,4538,7285,2224,2168,1,6,3,2,1,2,1
315.4,3967,4342,2916,1596,2,7,4,1,1,1,1
286.3,3601,5877,2052,1726,1,5,3,2,0,1,0
286.8,3607,4032,2586,1190,1,8,4,1,0,1,0
314.3,3953,4162,2556,1354,1.5,6,3,2,0,1,1
276.7,3480,4548,2287,1367,2,6,3,1,1,1,1
322.3,4054,7999,2016,1008,1,9,4,1,1,2,0
433.1,5448,6102,2308,2135,1,6,3,1,1,1,1
270.7,3405,4858,2177,1008,1,7,3,1,1,1,2
393.1,4945,6000,2600,1908,1,8,3,2,0,1,1
287,3610,4000,2406,1188,1,5,3,1,0,1,1
324.1,4077,5099,2597,1577,2,7,4,2,1,1,0
316.2,3977,6750,3541,1528,1,7,3,1,1,1,1
284.6,3580,6071,2136,1487,1,6,2,1,0,1,2
292.1,3674,7444,2268,1487,1,5,3,1,0,1,0
316.2,3977,10566,2252,1726,1,5,3,1,1,1,0
335.6,4221,18670,3010,1474,1.5,7,3,2,0,1,1
299.1,3762,5950,2096,1966,1,9,3,1,1,1,2
463.9,5835,4478,3864,2138,2.5,7,4,2,1,1,0
350.9,4414,5857,2740,1849,1.5,8,3,1,2,1,1
326.3,4104,6035,2040,1692,1,6,3,1,1,1,0
355.8,4475,8526,2068,1726,1,9,3,2,0,2,0
273.9,3445,4207,2480,1123,1,5,3,1,0,1,1
312.5,3931,3718,2379,1560,2,7,4,1,1,1,1
360.6,4536,6761,2258,1836,1,7,3,1,1,1,0
380.6,4787,6505,2356,1670,1,7,3,2,0,1,2
377.5,4748,5494,2750,1820,2,8,4,2,0,1,0
284.3,3576,6000,2136,1726,1,6,3,1,1,1,0
250.2,3147,3630,2564,1081,1,6,2,1,0,1,0
315.3,3966,4434,2156,1350,2,8,3,1,1,1,0
310,3899,6000,2088,1521,1,7,3,1,1,1,0
297.9,3747,4000,2352,1104,1,8,4,2,0,1,0
176.9,2225,1037,2520,1680,2,6,3,1,0,1,0
326.7,4109,12568,3230,1747,1.5,11,4,1,1,1,2
370.3,4658,6091,2868,1589,1.5,7,4,2,1,1,0
316.6,3982,6012,2244,1320,2,6,3,1,1,1,0
324.9,4087,5668,2124,1487,1,7,4,2,0,2,0
325.9,4099,5992,2904,1566,1.5,8,3,2,1,1,1
288,3623,3417,2520,1306,1.5,6,3,1,1,1,1
257.7,3241,4252,2451,1123,1,6,3,1,0,1,1
309.6,3894,6380,2266,1726,1,7,3,1,1,2,0
321.8,4048,5264,2664,1481,1.5,8,3,1,1,1,1
343.1,4316,6000,2196,2048,1,8,4,2,0,2,2
270.3,3400,3166,2647,1128,1,6,3,1,0,1,1
309.9,3898,9861,2048,1350,1,6,2,1,1,1,0
274.2,3449,10539,2528,1170,1,6,2,1,1,1,2
314.2,3952,4331,2438,1110,1,6,3,1,1,1,1
333.5,4195,6104,2328,1268,1.5,8,4,2,0,1,0
262.3,3299,9358,2244,1432,2,7,3,1,0,1,1
397.2,4996,7998,2229,1726,1,6,3,1,1,1,1
315.6,3970,7038,2563,1726,1,5,3,1,1,1,0
289.2,3638,6000,2096,1247,1,7,3,1,0,1,0
329.8,4148,4477,2040,1368,2,7,4,1,1,2,1
412,5182,8919,3190,2509,1.5,7,4,1,1,1,1
288.3,3626,6000,2088,1692,1,8,3,1,1,1,0
309.5,3893,5554,2432,1354,1.5,7,3,2,0,1,0
265.3,3337,4297,2496,1354,1.5,6,3,1,0,1,1
275.3,3463,4905,2926,1469,1.5,6,2,1,1,1,0
283,3560,3108,2616,1109,1,6,3,2,0,1,1
328.4,4131,11081,2272,1726,1,6,3,1,0,2,0
313.4,3942,6000,2196,1726,1,6,3,1,1,1,0
282.1,3548,6212,2720,1469,1.5,4,1,1,0,1,0
336.3,4230,6131,2585,1479,1.5,7,3,2,0,1,1
171.8,2161,2313,1862,754,1,5,2,1,0,1,0
231.1,2907,5657,2160,1080,1,5,3,1,0,1,1
301.2,3789,3200,3128,1506,1.5,7,3,1,1,1,0
420.7,5292,8501,2664,1620,2,7,3,2,1,1,1
293.8,3696,4357,2830,1302,1,7,3,1,1,1,1
301,3786,6000,2280,1715,1,7,3,1,1,2,1
354.8,4463,4770,3939,2246,2,9,5,3,0,1,1
337.5,4245,5755,2112,1296,2,7,3,2,1,2,2
344.1,4328,6557,3039,1613,1.5,6,3,1,1,1,1
346.2,4355,4527,2240,1428,2,8,4,1,1,1,1
262.1,3297,6713,2194,1008,1,6,3,1,0,1,0
418.4,5263,7996,2604,1680,2,7,3,2,1,1,1
288.4,3628,4500,2104,1726,1,8,3,1,1,1,0
289.3,3639,6000,2172,1726,1,6,3,1,1,1,2
283.8,3570,3803,2434,1063,1,6,4,2,0,2,0
302.9,3810,5954,2216,1343,1,6,3,1,1,1,0
317.6,3995,8565,2160,1726,1,10,5,2,0,2,0
338.3,4255,6976,2216,1877,1,8,3,2,0,1,2
195.3,2456,4994,2190,1440,2,7,4,1,0,1,0
311.9,3923,6612,2107,1487,1,7,3,1,1,2,0
314.7,3958,9477,2160,1726,1,7,4,1,1,1,0
286.8,3607,4369,2627,1384,1.5,6,3,2,0,1,1
353.3,4444,6956,2368,2007,1,7,3,2,0,2,0
259.4,3263,4770,2176,1040,1,5,2,1,0,1,0
289.2,3638,4970,2742,1469,1.5,7,3,2,0,1,0
289.2,3638,6214,2731,1438,1.5,6,3,2,0,1,0
336.8,4236,5868,2904,1875,1,8,4,2,0,1,0
346.4,4357,4802,2728,2160,2,7,4,2,0,1,0
488.2,6141,18515,4449,2511,2,9,3,3,0,1,2
314.7,3958,5964,2328,1149,1.5,6,2,1,1,1,0
326.9,4112,6000,2209,1726,1,8,3,1,1,2,0
319.9,4024,6025,2085,1726,1,6,3,1,1,1,0
460.3,5790,6072,3057,1937,2,8,4,1,1,1,1
283.4,3565,3801,2596,1306,1.5,7,3,1,1,1,1
318.1,4001,5654,3007,1664,1.5,6,3,1,2,1,1
292.8,3683,6470,2156,1726,1,9,3,1,1,1,0
263.9,3319,3967,1434,1280,1,6,3,1,0,1,1
333.7,4197,10438,2016,1726,1,6,3,1,1,1,0
271.6,3416,6073,2131,1343,1,5,2,1,1,1,0
315.2,3965,7274,2292,1679,1,7,3,1,1,1,0
369.3,4645,4784,3410,2087,2,7,4,2,0,1,1
324.2,4078,6612,2328,1993,1,7,3,1,1,2,0
510.3,6419,10502,3846,3062,1,9,4,3,0,1,0
350,4403,7140,2313,1881,1,7,3,2,0,1,0
360.6,4536,4933,2014,1704,1,7,3,2,0,1,0
311.9,3923,5352,2098,1320,2,7,3,1,1,1,1
297.7,3745,5952,2592,1438,1.5,7,3,2,0,1,0
344.6,4335,4000,2474,2076,1,7,3,1,0,1,0
260.1,3272,5744,2032,984,1,5,3,1,0,1,0
312,3924,5218,2488,1306,1.5,6,3,2,0,1,1
326.1,4102,6099,2305,1320,2,8,4,2,1,2,0
296.2,3726,4161,2664,1350,2,7,4,1,1,1,1
310.3,3903,6111,2148,1726,1,8,4,1,1,2,0
290.1,3649,3904,2548,1306,1.5,7,3,2,0,1,1
222.5,2799,2589,1516,748,1.5,4,2,1,0,1,0
561.8,7067,5832,4331,2846,2,7,3,2,0,1,0
305,3836,4276,2796,1142,1,7,3,1,1,1,1
315.3,3966,3828,2700,1460,1.5,6,2,1,1,1,1
266.3,3350,2706,2928,1636,2,7,3,2,0,1,0
444.6,5593,4851,2957,1680,2,5,3,2,0,1,0
287.9,3621,4106,3100,1495,1.5,4,2,1,0,1,1
293.3,3689,5563,2233,2129,1,7,3,1,0,1,0
333.8,4199,6166,2232,1726,1,7,4,2,0,1,1
286.2,3600,6067,2592,1438,1.5,9,4,2,0,1,0
326.9,4112,9095,2144,1726,1,6,3,1,1,1,0
322.9,4062,6612,2847,2086,1,10,4,1,1,1,2
352.1,4429,8085,2862,2166,1,6,3,1,1,1,0
276.9,3483,6569,2016,1726,1,8,4,1,1,1,0
285.2,3587,5202,2352,1306,1.5,6,3,2,0,1,1
330.6,4158,5691,2423,1603,1.5,6,3,1,1,1,1
272,3421,3200,2856,1872,2,6,3,2,0,1,0
298.1,3750,4193,2192,1400,2,7,4,1,1,1,1
275.9,3470,4237,2436,1068,1,6,3,1,1,1,1
272.1,3423,6408,3544,1494,1,6,3,1,0,1,1
275.2,3462,4598,2140,1088,1,5,3,1,1,1,1
299,3761,4941,2700,1530,2,8,5,1,0,1,0
234,2943,3738,1694,1148,1.5,6,3,1,0,1,0
298,3748,6594,2640,1469,1.5,5,2,1,1,1,0
500,6290,8000,4400,3494,1,12,6,4,0,2,2
277.4,3489,6291,2682,1438,1.5,4,1,1,0,1,0
203.7,2562,3556,2184,1047,1.5,5,3,1,0,1,0
297,3736,7877,1922,966,1,5,2,2,0,1,0
250.9,3156,5466,2223,952,1,5,2,1,0,1,0
289.8,3645,4240,2848,1347,1,6,3,1,1,1,1
290.2,3650,6035,2120,1692,1,6,3,1,1,1,0
288.2,3625,4084,2106,1352,2,6,4,1,1,1,1
335.7,4223,8968,2432,1794,1,7,3,1,1,1,1
389.4,4898,4988,2604,1640,2,8,4,1,1,1,1
304.9,3835,4002,2686,1741,2,7,3,1,1,1,0
246.3,3098,9282,2065,1122,2,6,3,2,0,1,0
343.5,4321,14521,2588,1487,1,7,3,2,0,1,1
426.3,5362,9661,2884,1721,1.5,8,3,3,0,1,0
318.3,4004,4632,2886,1346,1,6,4,1,0,1,0
343,4314,7324,2850,1503,1.5,6,4,1,1,1,2
366.5,4610,5861,2706,1419,1.5,8,4,2,0,1,0
325.7,4097,5113,2386,1056,1,6,2,2,0,1,1
281.5,3541,4107,2542,1123,1,6,3,1,0,1,1
475.2,5978,8000,3981,2446,2,7,4,1,2,1,1
243.1,3058,3701,2017,1172,2,6,3,1,1,1,0
317.3,3991,6651,2252,1492,2,6,3,2,0,1,1
201.8,2538,5979,1308,853,1,5,1,1,0,1,0
434.6,5467,9689,3576,2685,1,10,6,2,2,2,0
195.1,2454,2800,2606,1220,1.5,6,2,1,1,1,1
217.3,2733,3900,2499,1081,1,6,2,1,0,1,0
326,4101,4283,2810,1628,2,7,4,2,0,1,1
296.9,3735,3644,2386,1325,1.5,6,3,2,0,1,1
284.2,3575,4042,2505,1315,1,6,3,2,0,1,1
282.2,3550,5753,2722,1216,1,6,3,1,0,1,0
457.7,5757,3356,4176,2552,2,8,4,2,1,1,1
266.7,3355,4591,2396,1064,1,6,3,1,1,1,1
327.9,4124,3981,2040,1300,2,7,4,1,1,1,0
287.6,3618,4216,2704,1270,1.5,6,3,1,0,1,0
282.5,3553,4197,2388,1265,1.5,6,2,1,1,1,0
314.9,3961,3382,2629,1439,1.5,6,3,2,0,1,0
305.3,3840,4431,2479,1334,1.5,6,4,2,0,1,1
382.5,4811,9259,3219,1584,1,6,3,2,0,1,1
303.6,3819,4364,3250,1528,1.5,6,3,2,0,1,1
340.1,4278,8991,2480,1352,2,6,3,1,1,1,0
296.5,3729,5956,2936,1596,2,6,3,1,1,1,1
330.3,4155,16000,3124,1430,1,7,3,1,1,1,0
266.6,3353,2835,2464,1596,2,6,3,1,1,1,1
236.9,2980,2990,1516,972,2,5,2,1,1,1,0
294.3,3702,4350,2208,1456,2,6,3,1,1,1,1
295,3711,4353,3031,1372,1,6,3,1,1,1,0
293.7,3694,4368,2940,1383,1,6,3,2,0,1,1
490.1,6165,8372,4156,3089,1,8,3,2,1,2,0
281.8,3545,4301,2432,1306,1.5,6,3,1,1,1,1
238.6,3001,3435,2324,1516,2,7,4,1,0,1,0
333.4,4194,6854,2746,1688,2,8,3,1,0,1,1
322.2,4053,4151,2988,1344,1,7,5,1,1,1,1
304.1,3825,4668,2428,1317,1.5,6,3,2,0,1,1
234.2,2946,6765,1829,798,1,5,2,1,0,1,0
196.9,2477,3070,1600,1000,2,6,3,1,0,1,0
271,3409,2837,2644,1596,2,6,3,1,1,1,1
275.9,3470,4858,2191,1060,1,6,2,1,0,1,1
554.4,6974,9897,3896,3063,1,9,4,2,1,1,1
333.7,4197,4483,3402,1505,1,10,4,2,0,1,0
299.6,3768,4508,2418,1346,1.5,6,2,1,1,1,1
271.5,3415,2896,2464,1596,2,6,3,1,1,1,1
307,3862,4306,3076,1433,1,6,3,1,1,1,1
286.9,3609,4640,2318,1087,1,7,2,1,1,1,0
283.8,3570,4238,2340,1306,1.5,5,2,2,0,1,1
295.7,3719,4746,2512,1305,1.5,6,2,1,1,1,1
217.3,2733,3461,2331,1042,1,6,4,1,0,1,1
283.4,3565,3926,2960,1344,1,6,3,1,1,1,1
226.4,2848,4000,2206,962,1,5,2,1,0,1,1
287,3610,4906,2764,1317,1.5,6,3,2,0,1,1
480.7,6047,6013,4340,3263,1,9,5,3,0,2,0
316.9,3986,12273,2768,1596,2,7,3,1,1,1,1
263.5,3314,4177,1722,839,1,9,5,1,1,1,1
282.7,3556,4163,2432,1123,1,7,3,1,0,1,1
182.2,2292,1821,2452,1162,1,6,3,1,0,1,0
255,3207,4244,2340,1131,1,5,2,1,0,1,1
273.5,3440,3717,2564,1162,1,5,2,1,1,1,1
283.6,3567,4980,2400,1317,1.5,6,2,1,1,1,1
383,4818,8000,3975,3011,1,9,4,2,1,1,2
308,3874,4174,3568,1872,1.5,6,3,1,1,1,1
361.1,4542,4823,2816,1628,2,7,3,2,0,1,0
229.1,2882,2900,2183,1119,1.5,7,3,1,0,1,0
398.2,5009,5954,3694,2944,1,9,2,2,0,2,0
349.4,4395,6065,2402,1568,2,8,4,1,1,1,1
313.6,3945,4342,2496,1265,1.5,6,3,1,1,1,1
352.9,4439,7640,3468,1940,2,8,4,1,1,1,1
192.4,2420,4237,2667,1205,1,6,2,1,0,1,0
286.6,3605,5200,1716,1056,2,7,3,1,1,1,1
270.7,3405,4165,2384,1306,1.5,6,3,1,0,1,1
335.4,4219,7297,2913,1469,1.5,6,3,1,1,1,1
253.6,3190,3015,2168,1248,2,7,4,1,0,1,0
346.7,4361,3502,2523,1632,2,8,3,1,1,1,0
335.5,4220,4111,2474,1306,1.5,9,3,3,0,2,1
291.2,3663,6048,3336,1421,1,7,4,2,0,1,1
192.5,2421,4500,1848,890,1,6,3,1,0,1,0
204.7,2575,1218,1965,971,1.5,6,3,1,0,1,0
397.4,4999,5625,2512,1578,2,6,3,2,1,1,0
251.6,3165,4507,1616,788,1,4,2,1,0,1,1
315.5,3968,4442,3579,1642,1,8,3,2,0,1,0
328.9,4137,9834,2598,1414,1.5,6,3,1,1,1,0
239.4,3011,4800,1845,1137,1.5,8,4,1,0,1,0
223.1,2806,6180,1648,898,1.5,4,1,1,0,1,0
291.3,3664,3931,2593,1403,1.5,6,2,1,0,1,1
223.02,2805,4500,2129,1254,2,6,3,1,0,1,0
424,5333,12870,5053,2193,1,7,3,1,2,1,2
348.9,4389,2496,2511,1632,2,7,4,2,1,1,0
225.8,2840,6145,1472,736,1,3,1,1,0,1,0
530.5,6673,4565,4088,2594,2,9,6,2,1,1,0
273.3,3438,5076,2424,1454,2,7,3,1,0,1,0
304.2,3826,7306,2040,1387,1.5,6,3,1,1,1,0
380.2,4782,3944,3365,1691,1.5,8,4,1,1,1,0
262.6,3303,4831,2484,1142,1,5,3,1,0,1,0
632.89,7961,2415,6001,4392,2,10,5,2,1,2,0
545.1,6857,9227,3510,3013,1,6,3,2,1,1,0
278.6,3504,4655,3048,1327,1,8,3,1,0,1,0
473.2,5952,6058,3174,2018,2,7,4,2,1,1,0
356.4,4483,6253,2748,1991,1,6,3,1,0,1,1
478.8,6023,6004,3217,2021,2,8,4,2,1,1,0
318.6,4007,10500,2693,2284,1,6,4,2,0,1,0
478.6,6020,6006,3129,2021,2,7,4,2,1,1,1
344.6,4335,10615,2328,1312,2,7,2,1,1,1,1
280.4,3527,3207,2622,1379,2,7,3,1,1,1,0
259.6,3265,4500,3001,1414,1.5,6,2,1,1,1,1
316.1,3976,4730,3243,1659,1.5,6,3,1,1,1,1
370.1,4655,10546,3287,1749,1.5,7,3,1,1,1,0
379.8,4777,23770,2938,2585,1,7,3,1,1,1,2
215.5,2710,2670,1912,1128,2,6,3,1,0,1,0
239.2,3009,5086,1910,1070,1.5,6,2,1,0,1,0
313.1,3938,4993,2112,1353,2,6,3,1,0,1,1
336.2,4229,4935,2028,1352,2,6,3,2,0,1,1
198.7,2499,3600,1896,898,1.5,5,2,1,0,1,0
336.3,4230,4259,2662,1634,2,6,3,1,1,1,0
245.5,3088,4500,2054,1444,2,7,3,1,0,1,0
333.1,4190,11400,3188,1958,2,8,3,2,0,1,0
354.2,4455,9945,2496,1414,1.5,6,3,1,1,1,1
309.6,3894,4993,2199,1401,2,6,3,1,0,1,1
434.8,5469,8951,3431,2655,1,8,3,2,0,1,2
546.5,6874,7000,5884,3374,2,9,4,2,1,1,1
314.7,3958,3450,2404,1484,2,7,3,1,1,1,0
264.7,3329,4860,2360,1000,1,5,3,1,0,1,1
380.8,4790,10337,3340,1352,1,6,3,1,0,1,1
253.4,3187,2484,2508,1326,2,6,3,1,0,1,0
285.9,3596,3354,2304,1306,1.5,6,3,2,0,1,1
302.3,3802,4513,2276,1056,1,5,3,2,0,1,1
294.2,3701,5413,1968,1320,2,6,3,1,1,1,1
402.3,5060,6763,3688,2192,2,7,3,2,1,1,1
345.9,4351,4566,3686,1829,1.5,8,4,1,1,1,1
303.5,3818,2088,2192,1400,2,5,3,1,1,1,1
284.8,3582,2853,1752,1176,2,6,3,1,1,1,0
305.2,3839,6396,2635,1201,1,5,2,1,0,1,1
313.1,3938,7000,3728,2094,1.5,8,4,2,0,1,1
316.7,3984,5529,2692,1632,2,6,3,1,0,1,1
212.2,2669,4437,1053,893,1,4,1,1,0,1,0
318.5,4006,5295,2304,1488,2,7,3,1,1,1,1
360.1,4530,4993,2742,1778,1,8,4,2,0,1,0
305.6,3844,7159,2572,1950,1,8,4,1,1,1,0
305.9,3848,3979,2237,1390,2,7,4,1,1,1,2
316,3975,4574,4456,2044,1,8,4,1,1,1,0
291.9,3672,4538,2190,1344,1.5,7,3,1,1,1,1
363.8,4576,5325,1955,1311,2,7,3,1,1,1,1
232.9,2929,3448,2132,1026,1,5,2,1,0,1,0
339.7,4273,4993,2760,1800,2,8,4,1,1,1,0
335.4,4219,10174,2910,1530,1.5,7,3,1,1,1,0
353.1,4442,6664,2322,1485,2,6,3,1,1,1,0
304.5,3830,4520,2105,1352,2,6,3,1,1,1,1
308.2,3877,5229,2125,1368,2,6,3,1,1,1,1
248.4,3124,3849,2360,1100,1,4,1,1,0,1,1
329.2,4141,5004,3216,1692,1.5,8,4,2,0,1,0
349.7,4399,4993,2510,1470,2,7,4,1,1,1,2
265.3,3337,9421,2208,1104,1,6,3,1,1,1,0
441.7,5556,6490,3592,1888,1.5,7,3,2,0,1,1
337.7,4248,4976,2610,1590,2,9,4,1,1,1,2
223.2,2807,3526,1654,1067,2,7,3,1,0,1,0
259.6,3265,4462,2000,980,1,5,2,1,1,1,1
329.1,4140,5458,1776,1200,2,6,3,1,1,1,2
294.5,3704,3801,2544,1354,1.5,6,3,2,0,1,0
377.3,4746,4861,3836,2107,2,6,3,2,0,1,1
371,4667,5995,2600,1674,2,7,4,1,2,1,1
362,4553,8924,2655,2311,1,7,3,1,1,1,0
330,4151,5763,3046,1616,2,7,3,1,1,1,0
313,3937,6066,2371,1306,1.5,6,3,1,1,1,1
274.7,3455,1999,1968,1296,2,7,3,1,1,1,1
337.7,4248,5787,1992,1676,2,9,3,1,1,1,1
277.8,3494,3936,3155,1635,1.5,8,4,1,1,1,0
249.2,3134,4100,2454,1092,1,5,2,1,1,1,1
249.3,3136,5248,2064,988,1,5,2,1,0,1,1
305.3,3840,3645,2576,1354,1.5,8,2,2,0,1,1
348.5,4384,4239,3060,1912,2,8,4,2,0,1,0
320.8,4035,5472,2296,1416,2,7,3,1,0,1,0
410.9,5169,12305,2891,1566,1.5,6,2,2,0,1,0
327,4113,6122,1896,1272,2,6,3,1,1,1,2
378,4755,6645,2248,1456,2,8,3,2,1,1,1
352.2,4430,5680,2640,1680,2,7,4,2,2,1,1
300.7,3782,5832,2328,1306,1.5,6,3,1,0,1,1
227.6,2863,3577,2967,1565,1.5,7,4,1,0,1,0
292.9,3684,4287,2616,1536,2,6,3,1,0,1,0
313.2,3940,3724,2796,1576,1.5,6,3,1,1,1,1
363.1,4567,5478,2601,1674,2,7,4,2,2,1,1
373.2,4694,5400,2432,1306,1.5,6,4,2,0,1,1
383.8,4828,13100,3282,1398,1,8,5,3,0,1,0
309.6,3894,8055,2184,1351,1,5,2,1,0,1,1
350.2,4405,4212,2664,1584,2,6,4,2,0,1,0
310.3,3903,4600,2204,1360,2,6,3,1,0,1,0
284.9,3584,4736,2032,1360,2,6,3,1,1,1,1
315.2,3965,4728,2695,1548,1.5,7,3,1,1,1,1
385.2,4845,5478,2946,1918,2,9,4,2,2,1,1
431.1,5423,4945,3898,2302,2,7,3,2,1,1,0
311.6,3919,5031,2304,1306,1.5,5,2,2,0,1,0
384.2,4833,8600,4459,1848,1,7,4,2,0,1,1
356,4478,11962,1386,1351,1,6,3,1,1,1,1
294.5,3704,4615,2304,1306,1.5,6,3,1,1,1,1
383.3,4821,5478,3184,1930,2,8,4,2,2,1,1
306.3,3853,6710,2232,1044,1,6,2,1,0,1,1
349.4,4395,5049,2504,1506,1.5,6,3,1,0,1,1
272.3,3425,4932,2304,1306,1.5,6,3,1,1,1,1
242.8,3054,4108,2636,1254,1,7,3,1,0,1,1
333.6,4196,8931,2367,1306,1.5,6,3,1,1,1,0
371.2,4669,5563,2686,1736,2,6,4,2,1,1,1
299.4,3766,4653,2304,1306,1.5,6,4,1,1,1,1
309.7,3896,6398,2900,1266,1,6,3,1,0,1,1
371.5,4673,11754,3045,1722,1.5,6,4,2,0,1,1
498.8,6274,8449,6464,4658,1,9,4,2,1,1,2
310.6,3907,4989,2528,1306,1.5,6,3,2,0,1,1
308.8,3884,4691,2304,1306,1.5,6,4,1,1,1,0
287.8,3620,3296,2634,1407,1.5,6,3,1,1,1,0
337.6,4247,8749,2400,1360,1.5,6,3,2,0,1,1
333.5,4195,5226,2128,1372,2,7,3,1,1,1,1
300.6,3781,5043,2336,1306,1.5,6,3,2,0,1,1
327.9,4124,3447,2096,1400,2,7,3,1,0,1,0
316.7,3984,5229,2608,1434,1.5,6,3,2,0,1,1
318.1,4001,4729,2304,1306,1.5,6,3,2,0,1,1
